ticker_id,cluster
0,19
1,24
2,33
3,13
4,15
5,24
6,25
7,11
8,25
9,16
10,11
11,31
12,32
13,29
14,14
15,11
16,2
17,9
18,21
19,11
20,12
21,3
22,13
23,20
24,25
25,6
26,6
27,11
28,34
29,2
30,2
31,21
32,11
33,10
34,10
35,2
36,24
37,25
38,18
39,29
40,15
41,8
42,21
43,25
44,34
45,23
46,26
47,23
48,26
49,0
50,6
51,5
52,31
53,8
54,36
55,13
56,24
57,0
58,24
59,9
60,10
61,22
62,24
63,8
64,0
65,3
66,8
67,33
68,10
69,23
70,8
71,20
72,1
73,12
74,15
75,12
76,22
77,3
78,3
79,32
80,19
81,31
82,5
83,33
84,30
85,17
86,11
87,4
88,13
89,33
90,14
91,2
92,3
93,27
94,4
95,8
96,8
97,27
98,0
99,23
100,10
101,32
102,13
103,13
104,15
105,11
106,23
107,23
108,27
109,11
110,4
111,30
112,26
113,31
114,24
115,27
116,15
117,30
118,11
119,25
120,25
121,10
122,14
123,10
124,32
125,18
126,18
127,11
128,4
129,8
130,15
131,31
132,7
133,35
134,4
135,12
136,13
137,12
138,11
139,22
140,24
141,26
142,3
143,25
144,15
145,7
146,24
147,4
148,13
149,15
150,31
151,16
152,31
153,3
154,10
155,7
156,10
157,6
158,1
159,23
160,8
161,24
162,4
163,12
164,25
165,2
166,11
167,18
168,15
169,5
170,13
171,21
172,14
173,23
174,6
175,15
176,13
177,11
178,28
179,10
180,11
181,3
182,4
183,28
184,25
185,22
186,29
187,31
188,15
189,7
190,10
191,7
192,9
193,4
194,24
195,3
196,10
197,26
198,4
199,23
200,1
201,26
202,5
203,11
204,25
205,2
206,4
207,13
208,13
209,4
210,20
211,6
212,32
213,25
214,15
215,9
216,23
217,8
218,2
219,29
220,11
221,2
222,5
223,25
224,7
225,21
226,24
227,21
228,29
229,32
230,35
231,16
232,28
233,25
234,0
235,11
236,7
237,3
238,11
239,24
240,30
241,33
242,13
243,33
244,24
245,27
246,15
247,10
248,27
249,12
250,0
251,11
252,26
253,15
254,21
255,7
256,10
257,15
258,11
259,36
260,15
261,9
262,7
263,1
264,32
265,26
266,23
267,1
268,6
269,31
270,3
271,4
272,31
273,32
274,14
275,7
276,1
277,29
278,36
279,28
280,20
281,29
282,28
283,25
284,31
285,27
286,15
287,2
288,11
289,20
290,10
291,10
292,3
293,10
294,5
295,0
296,33
297,6
298,15
299,15
300,34
301,21
302,0
303,10
304,4
305,23
306,14
307,15
308,30
309,1
310,25
311,27
312,3
313,4
314,4
315,15
316,26
317,10
318,23
319,31
320,11
321,9
322,10
323,6
324,36
325,6
326,4
327,34
328,30
329,9
330,9
331,30
332,10
333,16
334,3
335,27
336,13
337,9
338,18
339,24
340,8
341,11
342,19
343,2
344,29
345,33
346,25
347,10
348,33
349,19
350,5
351,13
352,26
353,1
354,2
355,26
356,16
357,16
358,12
359,1
360,33
361,13
362,31
363,26
364,15
365,28
366,11
367,5
368,21
369,30
370,9
371,15
372,26
373,2
374,15
375,15
376,4
377,11
378,24
379,9
380,22
381,19
382,1
383,28
384,24
385,23
386,15
387,2
388,10
389,25
390,14
391,25
392,9
393,26
394,14
395,23
396,27
397,19
398,26
399,28
400,7
401,16
402,2
403,29
404,10
405,19
406,15
407,3
408,2
409,11
410,11
411,15
412,5
413,12
414,16
415,34
416,4
417,28
418,1
419,0
420,1
421,24
422,27
423,9
424,14
425,10
426,15
427,24
428,9
429,33
430,15
431,4
432,2
433,6
434,9
435,24
436,26
437,4
438,29
439,14
440,22
441,23
442,28
443,14
444,24
445,15
446,21
447,22
448,10
449,10
450,19
451,8
452,5
453,31
454,1
455,2
456,5
457,36
458,10
459,28
460,33
461,20
462,9
463,32
